divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Challenger,Jungle,Nidalee,S,53.03%,22.0%,19.5%,"Fiddlesticks,Jarvaniv,Skarner,Shyvana,Khazix,Zac,Reksai",66
Challenger,Mid,Talon,A,52.94%,5.7%,6.2%,"Irelia,Jayce,Seraphine,Viego,Yone,Sett,Vladimir",17
Challenger,Jungle,Elise,A,52.63%,6.3%,4.9%,"Nocturne,Leesin,Nidalee,Hecarim,Viego,Nunu,Shyvana",19
Challenger,Supp,Galio,A,52.63%,6.3%,13.6%,"Alistar,Gragas,Lulu,Bard,Leona,Rell,Zilean",19
Challenger,Jungle,Taliyah,S,52.50%,13.3%,22.4%,"Udyr,Rengar,Graves,Lillia,Elise,Nidalee,Leesin",40
Challenger,Jungle,Hecarim,S,52.50%,13.3%,18.2%,"Shaco,Shyvana,Rengar,Zac,Taliyah,Viego,Lillia",40
Challenger,Supp,Thresh,S+,52.50%,26.7%,22.7%,"Galio,Leona,Lux,Tahmkench,Rakan,Senna,Rell",80
Challenger,Mid,Viego,S,52.38%,7.0%,52.3%,"Karthus,Anivia,Jayce,Yasuo,Neeko,Orianna,Yone",21
Challenger,Adc,Miss Fortune,A,52.17%,7.7%,3.2%,"Senna,Lucian,Kaisa,Ezreal,Samira,Ashe,Anivia",23
Challenger,Adc,Vayne,A,51.28%,13.0%,4.2%,"Twitch,Ezreal,Draven,Kaisa,Aphelios,Samira,Jhin",39
Challenger,Supp,Alistar,A,50.94%,17.7%,7.5%,"Zilean,Janna,Taric,Zyra,Bard,Lulu,Rell",53
Challenger,Mid,Heimerdinger,B,50.00%,0.7%,0.6%,"Sett,Yone",2
Challenger,Supp,Fiddlesticks,B,50.00%,0.7%,2.6%,"Seraphine,Senna",2
Challenger,Supp,Shaco,A,50.00%,0.7%,2.6%,"Lulu,Morgana",2
Challenger,Supp,Braum,B,50.00%,0.7%,0.0%,"Janna,Seraphine",2
Challenger,Supp,Tahm Kench,B,50.00%,0.7%,0.0%,"Rakan,Thresh",2
Challenger,Supp,Blitzcrank,B,50.00%,2.0%,0.6%,"Taric,Bard,Senna,Janna,Nautilus",6
Challenger,Mid,Malzahar,B,50.00%,0.7%,0.3%,"Syndra,Kassadin",2
Challenger,Mid,Katarina,A,50.00%,7.3%,15.3%,"Twistedfate,Tristana,Talon,Lux,Zoe,Viego,Lucian",22
Challenger,Supp,Zyra,B,50.00%,0.7%,0.6%,"Thresh,Alistar",2
Challenger,Top,Sett,B,50.00%,2.0%,1.6%,"Kennen,Ivern,Camille,Volibear",6
Challenger,Mid,Vayne,B,50.00%,2.0%,4.2%,"Syndra,Zoe,Orianna,Masteryi",6
Challenger,Mid,Diana,B,50.00%,1.3%,0.3%,"Katarina,Lulu,Pantheon,Azir",4
Challenger,Mid,Karma,B,50.00%,1.3%,1.0%,"Orianna,Sett,Zoe,Ivern",4
Challenger,Mid,Nunu & Willump,B,50.00%,0.7%,4.5%,"Fizz,Viktor",2
Challenger,Jungle,Kindred,B,50.00%,5.3%,0.3%,"Nunu,Karthus,Graves,Rengar,Viego,Ekko,Nidalee",16
Challenger,Jungle,Rek'Sai,B,50.00%,1.3%,2.3%,"Fiddlesticks,Skarner,Olaf,Nidalee",4
Challenger,Jungle,Sylas,B,50.00%,0.7%,0.6%,"Kayn,Khazix",2
Challenger,Adc,Soraka,B,50.00%,0.7%,0.0%,"Kaisa,Jhin",2
Challenger,Adc,Yasuo,B,50.00%,0.7%,1.9%,"Senna,Sivir",2
Challenger,Supp,Sona,A,50.00%,2.0%,1.0%,"Karma,Seraphine,Rell,Janna,Lulu",6
Challenger,Top,Vladimir,A,50.00%,3.3%,3.6%,"Renekton,Lulu,Yone,Aatrox,Gnar,Gragas,Quinn",10
Challenger,Top,Urgot,B,50.00%,1.3%,0.3%,"Camille,Renekton,Jayce",4
Challenger,Top,Quinn,B,50.00%,2.7%,1.0%,"Vladimir,Gnar,Jayce,Yasuo",8
Challenger,Top,Fiora,A,50.00%,2.0%,3.6%,"Gnar,Camille,Gragas,Riven",6
Challenger,Top,Akali,A,50.00%,0.7%,7.5%,"Renekton,Camille",2
Challenger,Top,Yasuo,B,50.00%,1.3%,1.9%,"Quinn,Camille,Jayce",4
Challenger,Top,Rumble,B,50.00%,1.3%,0.6%,"Renekton,Gnar,Gragas,Lulu",4
Challenger,Top,Mordekaiser,B,50.00%,0.7%,0.0%,"Ornn,Camille",2
Challenger,Top,Kled,B,50.00%,0.7%,1.0%,"Camille,Jax",2
Challenger,Top,Shen,B,50.00%,1.3%,0.3%,"Ornn,Aatrox",4
Challenger,Jungle,Lillia,B,49.28%,23.0%,10.4%,"Jarvaniv,Skarner,Pantheon,Rengar,Zac,Olaf,Shyvana",69
Challenger,Adc,Kai'Sa,B,49.28%,46.0%,42.5%,"Karthus,Heimerdinger,Draven,Aphelios,Ashe,Kalista,Senna",138
Challenger,Adc,Samira,B,49.25%,22.3%,34.1%,"Karthus,Rengar,Lucian,Senna,Vayne,Missfortune,Jhin",67
Challenger,Mid,Zoe,B,48.48%,11.0%,14.6%,"Twistedfate,Leblanc,Karma,Rumble,Pantheon,Talon,Lux",33
Challenger,Top,Gnar,C,48.19%,27.7%,7.1%,"Vayne,Pantheon,Lulu,Darius,Gangplank,Renekton,Vladimir",83
Challenger,Mid,Twisted Fate,C,47.06%,11.3%,9.1%,"Annie,Vladimir,Zilean,Karthus,Gragas,Talon,Yasuo",34
Challenger,Adc,Ezreal,C,46.94%,16.3%,1.0%,"Ashe,Aphelios,Jhin,Jinx,Senna,Samira,Kaisa",49
Challenger,Mid,Anivia,B,46.67%,5.0%,11.0%,"Twistedfate,Fizz,Syndra,Zoe,Yasuo,Galio,Viego",15
Challenger,Adc,Ashe,B,46.67%,5.0%,0.6%,"Missfortune,Vayne,Kogmaw,Samira,Kaisa,Ezreal,Jinx",15
Challenger,Top,Gragas,C,46.34%,13.7%,7.5%,"Vladimir,Wukong,Vayne,Rumble,Cassiopeia,Yorick,Fiora",41
Challenger,Adc,Xayah,C,45.95%,12.3%,0.3%,"Tristana,Samira,Aphelios,Ezreal,Kaisa,Senna,Kalista",37
Challenger,Supp,Seraphine,D,45.45%,18.3%,41.9%,"Galio,Morgana,Zilean,Taric,Jarvaniv,Leona,Nautilus",55
Challenger,Adc,Kalista,B,45.45%,3.7%,0.3%,"Vayne,Jhin,Senna,Xayah,Kaisa,Twitch,Draven",11
Challenger,Jungle,Udyr,D,45.24%,14.0%,29.5%,"Olaf,Karthus,Drmundo,Nocturne,Elise,Zac,Viego",42
Challenger,Mid,Zed,B,44.44%,3.0%,1.9%,"Galio,Katarina,Orianna,Viego,Yone,Leblanc,Ryze",9
Challenger,Supp,Senna,D,44.44%,9.0%,9.1%,"Fiddlesticks,Alistar,Lulu,Nami,Yuumi,Bard,Leona",27
Challenger,Jungle,Lee Sin,B,43.75%,5.3%,0.6%,"Olaf,Nunu,Nidalee,Ivern,Lillia,Taliyah,Elise",16
Challenger,Mid,Seraphine,B,42.86%,2.3%,41.9%,"Twistedfate,Viktor,Azir,Ivern,Galio,Talon,Qiyana",7
Challenger,Jungle,Kha'Zix,C,42.11%,6.3%,3.2%,"Evelynn,Shaco,Elise,Leesin,Kindred,Sylas,Taliyah",19
Challenger,Supp,Sett,C,42.11%,6.3%,1.6%,"Seraphine,Rakan,Rell,Alistar,Thresh,Leona",19
Challenger,Top,Ornn,B,41.67%,4.0%,0.0%,"Irelia,Renekton,Gragas,Jayce,Gnar,Camille,Sylas",12
Challenger,Mid,Orianna,D,41.67%,12.0%,1.9%,"Galio,Veigar,Rumble,Talon,Aurelionsol,Yasuo,Lucian",36
Challenger,Adc,Seraphine,B,40.00%,1.7%,41.9%,"Sivir,Samira,Kaisa,Jhin",5
Challenger,Top,Volibear,B,40.00%,1.7%,2.3%,"Renekton,Gnar,Sett,Gangplank,Camille",5
Challenger,Adc,Varus,B,40.00%,1.7%,0.0%,"Missfortune,Kaisa,Jhin,Jinx",5
Challenger,Adc,Tristana,B,40.00%,3.3%,0.0%,"Ezreal,Lucian,Aphelios,Kaisa,Jinx,Xayah",10
Challenger,Mid,Akali,C,40.00%,1.7%,7.5%,"Ryze,Yasuo,Azir,Galio,Ahri",5
Challenger,Mid,Tristana,B,40.00%,1.7%,0.0%,"Irelia,Viktor,Viego,Katarina,Pantheon",5
Challenger,Mid,Fizz,D,40.00%,3.3%,4.5%,"Twistedfate,Katarina,Renekton,Rumble,Quinn,Sett,Nunu",10
Challenger,Supp,Yuumi,B,40.00%,1.7%,1.6%,"Alistar,Seraphine,Pyke,Janna,Senna",5
Challenger,Supp,Rakan,C,40.00%,5.0%,0.0%,"Galio,Janna,Karma,Leona,Nautilus,Senna,Alistar",15
Challenger,Top,Malphite,C,40.00%,5.0%,4.5%,"Renekton,Pantheon,Darius,Ivern,Sylas,Gragas,Jayce",15
Challenger,Top,Ryze,B,40.00%,1.7%,0.0%,"Viego,Gnar,Irelia",5
Challenger,Mid,Renekton,B,40.00%,1.7%,23.1%,"Kassadin,Orianna,Jayce,Fizz,Syndra",5
Challenger,Top,Irelia,D,39.13%,7.7%,26.9%,"Ryze,Jax,Renekton,Wukong,Gragas,Pantheon,Kennen",23
Challenger,Jungle,Kayn,D,38.89%,6.0%,11.0%,"Olaf,Rammus,Jarvaniv,Nidalee,Shyvana,Kindred,Udyr",18
Challenger,Mid,Pantheon,D,38.89%,6.0%,38.3%,"Galio,Twistedfate,Tristana,Veigar,Nocturne,Orianna,Diana",18
Challenger,Mid,Sylas,D,37.50%,5.3%,0.6%,"Galio,Zilean,Chogath,Anivia,Jayce,Viego,Orianna",16
Challenger,Adc,Jhin,D,37.14%,11.7%,2.3%,"Galio,Vladimir,Soraka,Missfortune,Twitch,Lux,Varus",35
Challenger,Mid,Ekko,D,36.36%,3.7%,3.2%,"Katarina,Orianna,Lulu,Syndra,Vladimir,Leblanc,Azir",11
Challenger,Supp,Gragas,D,36.36%,7.3%,7.5%,"Alistar,Morgana,Seraphine,Rell,Thresh,Galio,Pantheon",22
Challenger,Top,Jax,C,36.36%,3.7%,2.6%,"Sion,Gragas,Kled,Camille,Irelia",11
Challenger,Mid,Vladimir,D,35.71%,4.7%,3.6%,"Irelia,Pantheon,Lux,Viktor,Aurelionsol,Camille,Lucian",14
Challenger,Supp,Karma,D,35.29%,5.7%,1.0%,"Taric,Nautilus,Lulu,Seraphine,Bard,Pyke,Senna",17
Challenger,Mid,Qiyana,D,33.33%,3.0%,3.2%,"Anivia,Viktor,Seraphine,Neeko,Talon,Sett,Galio",9
Challenger,Mid,LeBlanc,D,33.33%,2.0%,2.3%,"Karthus,Kennen,Zed,Ekko,Aurelionsol,Zoe",6
Challenger,Top,Viego,D,33.33%,10.0%,52.3%,"Gangplank,Renekton,Kennen,Lulu,Jayce,Gnar,Aatrox",30
Challenger,Jungle,Ekko,D,33.33%,5.0%,3.2%,"Rammus,Leesin,Nidalee,Khazix,Taliyah,Ivern,Lillia",15
Challenger,Jungle,Nunu & Willump,C,33.33%,3.0%,4.5%,"Fiddlesticks,Shyvana,Ekko,Ivern,Lillia,Elise,Leesin",9
Challenger,Jungle,Dr. Mundo,C,33.33%,3.0%,1.6%,"Karthus,Shyvana,Graves,Hecarim,Nidalee,Udyr",9
Challenger,Mid,Camille,B,33.33%,1.0%,24.0%,"Twistedfate,Yone,Vladimir",3
Challenger,Top,Rengar,B,33.33%,1.0%,7.8%,"Irelia,Camille,Darius",3
Challenger,Mid,Annie,C,33.33%,1.0%,3.2%,"Zoe,Viego,Twistedfate",3
Challenger,Mid,Ivern,B,33.33%,1.0%,4.2%,"Galio,Karma,Seraphine",3
Challenger,Top,Poppy,B,33.33%,2.0%,0.6%,"Renekton,Gragas,Gnar,Aatrox,Ekko,Kalista",6
Challenger,Adc,Jinx,D,32.00%,8.3%,0.0%,"Sivir,Tristana,Missfortune,Ashe,Varus,Jhin,Tahmkench",25
Challenger,Supp,Maokai,D,30.00%,3.3%,1.0%,"Karma,Lulu,Seraphine,Thresh,Alistar,Senna,Rell",10
Challenger,Jungle,Ivern,D,30.00%,3.3%,4.2%,"Nidalee,Rengar,Sejuani,Hecarim,Khazix,Viego,Nunu",10
Challenger,Supp,Morgana,D,28.57%,2.3%,0.6%,"Alistar,Shaco,Thresh,Rell,Gragas,Seraphine",7
Challenger,Jungle,Olaf,D,28.57%,9.3%,33.8%,"Fiddlesticks,Pantheon,Graves,Hecarim,Khazix,Kindred,Reksai",28
Challenger,Adc,Twitch,D,28.57%,2.3%,1.3%,"Karthus,Draven,Kalista,Xayah,Aphelios,Vayne,Jhin",7
Challenger,Top,Riven,D,27.78%,6.0%,7.8%,"Renekton,Fiora,Darius,Jayce,Aatrox,Ornn,Camille",18
Challenger,Top,Sion,C,25.00%,2.7%,0.0%,"Gangplank,Renekton,Gragas,Camille,Viego,Gnar,Jax",8
Challenger,Jungle,Sejuani,B,25.00%,1.3%,0.0%,"Jarvaniv,Kindred,Ekko,Ivern",4
Challenger,Mid,Azir,D,21.05%,6.3%,1.0%,"Galio,Twistedfate,Anivia,Irelia,Gragas,Pantheon,Diana",19
Challenger,Mid,Ahri,D,20.00%,1.7%,0.0%,"Kassadin,Irelia,Akali,Zoe,Veigar",5
Challenger,Supp,Pantheon,D,20.00%,3.3%,38.3%,"Alistar,Taric,Gragas,Leona,Camille,Thresh,Nautilus",10
Challenger,Mid,Ryze,D,16.67%,2.0%,0.0%,"Vladimir,Zed,Sylas,Yone,Akali",6
Challenger,Top,Yorick,A,100.00%,0.7%,0.0%,"Wukong,Gragas",2
Challenger,Top,Ivern,A,100.00%,1.0%,4.2%,"Malphite,Aatrox,Sett",3
Challenger,Adc,Lux,A,100.00%,0.7%,0.0%,"Jhin,Aphelios",2
Challenger,Jungle,Nocturne,A,100.00%,1.0%,0.0%,"Elise,Udyr,Rengar",3
Challenger,Jungle,Shaco,A,100.00%,1.0%,2.6%,"Masteryi,Hecarim,Khazix",3
Challenger,Mid,Lulu,A,100.00%,0.7%,3.9%,"Diana,Ekko",2
Challenger,Mid,Rumble,S,100.00%,1.7%,0.6%,"Orianna,Fizz,Syndra,Zoe,Lucian",5
Challenger,Mid,Zilean,A,100.00%,1.0%,0.0%,"Twistedfate,Graves,Sylas",3
Challenger,Mid,Gragas,A,100.00%,0.7%,7.5%,"Twistedfate,Azir",2
Challenger,Supp,Jarvan IV,A,100.00%,0.7%,0.3%,"Seraphine,Bard",2
Challenger,Top,Graves,A,100.00%,0.7%,15.3%,"Renekton,Camille",2
Challenger,Top,Karma,B,0.00%,0.7%,1.0%,"Camille,Yone",2
Challenger,Top,Lucian,D,0.00%,0.7%,25.3%,"Irelia,Gnar",2
Challenger,Top,Garen,C,0.00%,1.0%,0.6%,"Riven,Viego,Yone",3
Challenger,Supp,Shen,C,0.00%,0.7%,0.3%,"Senna,Thresh",2
Challenger,Jungle,Master Yi,B,0.00%,0.7%,0.3%,"Shaco,Elise",2
