rank,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Master,Adc,Draven,5,0.4779,0.065,0.076,"Varus,Heimerdinger,Senna,Ashe,Lucian,Caitlyn,Jinx",724
Master,Supp,Soraka,3,0.4779,0.02,0.003,"Sett,Morgana,Brand,Blitzcrank,Alistar,Leona,Shaco",226
Master,Mid,Orianna,5,0.4778,0.071,0.006,"Karma,Seraphine,Vladimir,Leblanc,Ekko,Lux,Zed",789
Master,Top,Camille,5,0.4773,0.118,0.157,"Heimerdinger,Kled,Fiora,Wukong,Gragas,Volibear,Gangplank",1320
Master,Jungle,Master Yi,3,0.4771,0.029,0.029,"Jax,Kindred,Rammus,Zac,Udyr,Volibear,Shaco",327
Master,Jungle,Nidalee,5,0.4771,0.125,0.075,"Jarvan IV,Taliyah,Rek'Sai,Shaco,Zac,Ivern,Nunu",1396
Master,Jungle,Viego,4,0.477,0.055,0.383,"Ivern,Poppy,Ekko,Sejuani,Nunu,Volibear,Gragas",610
Master,Top,Volibear,5,0.4768,0.048,0.032,"Rengar,Ryze,Singed,Yone,Gangplank,Fiora,Shen",539
Master,Adc,Ezreal,5,0.4761,0.178,0.025,"Seraphine,Varus,Twitch,Lucian,Miss Fortune,Caitlyn,Vayne",1985
Master,Jungle,Talon,3,0.4756,0.007,0.085,"Master Yi,Skarner,Gragas,Taliyah,Kled,Xin Zhao,Graves",82
Master,Mid,Neeko,3,0.4753,0.015,0.002,"Pantheon,Karthus,Singed,Xerath,Garen,Ekko,Taliyah",162
Master,Mid,Vel'Koz,3,0.4747,0.014,0.005,"Yasuo,Pantheon,Pyke,Xerath,Aatrox,Ryze,Gragas",158
Master,Adc,Xayah,5,0.4737,0.102,0.007,"Seraphine,Jinx,Twitch,Senna,Jhin,Caitlyn,Ezreal",1142
Master,Supp,Nautilus,5,0.4734,0.079,0.041,"Shaco,Blitzcrank,Rakan,Taric,Gragas,Thresh,Lux",885
Master,Top,Jayce,5,0.4729,0.069,0.029,"Gangplank,Quinn,Sett,Garen,Rumble,Nocturne,Akali",776
Master,Adc,Veigar,3,0.4722,0.01,0.002,"Ashe,Cho'Gath,Blitzcrank,Heimerdinger,Jinx,Tristana,Miss Fortune",108
Master,Top,Singed,3,0.4711,0.02,0.003,"Viego,Tryndamere,Kayle,Akali,Kennen,Yone,Sylas",225
Master,Supp,Maokai,3,0.4711,0.022,0.002,"Zilean,Yuumi,Bard,Morgana,Blitzcrank,Sett,Pyke",242
Master,Mid,Fizz,4,0.4699,0.031,0.048,"Zoe,Malzahar,Cassiopeia,Akali,Ahri,Talon,Qiyana",349
Master,Mid,Yasuo,5,0.4691,0.042,0.059,"Cho'Gath,Sylas,Annie,Riven,Ahri,Tristana,Xerath",469
Master,Jungle,Shyvana,3,0.4674,0.008,0.001,"Olaf,Xin Zhao,Master Yi,Evelynn,Rammus,Skarner,Udyr",92
Master,Jungle,Xin Zhao,4,0.467,0.053,0.037,"Nocturne,Rengar,Elise,Gragas,Fiddlesticks,Rammus,Taliyah",591
Master,Top,Illaoi,3,0.466,0.009,0.004,"Ornn,Renekton,Jax,Rengar,Malphite,Pyke,Nocturne",103
Master,Mid,Lux,3,0.4657,0.018,0.001,"Tristana,Cassiopeia,Irelia,Kassadin,Ryze,Ekko,Yone",204
Master,Jungle,Lillia,5,0.4648,0.108,0.086,"Xin Zhao,Talon,Jarvan IV,Kindred,Kayn,Ekko,Evelynn",1207
Master,Mid,Cassiopeia,4,0.4647,0.024,0.016,"Seraphine,Heimerdinger,Kennen,Leblanc,Katarina,Viego,Qiyana",269
Master,Top,Malphite,5,0.4646,0.062,0.109,"Ornn,Warwick,Sylas,Dr. Mundo,Vladimir,Poppy,Renekton",693
Master,Mid,Akali,5,0.4646,0.085,0.13,"Lissandra,Karma,Kassadin,Diana,Annie,Zoe,Tristana",947
Master,Top,Vayne,3,0.4615,0.01,0.075,"Viktor,Qiyana,Pantheon,Renekton,Malzahar,Orianna,Kled",117
Master,Adc,Kalista,4,0.4608,0.019,0.003,"Heimerdinger,Draven,Ezreal,Karthus,Kai'Sa,Xayah,Sivir",217
Master,Mid,Garen,3,0.4608,0.009,0.01,"Lissandra,Syndra,Lulu,Fiora,Cho'Gath,Ahri,Karma",102
Master,Mid,Syndra,5,0.4589,0.045,0.007,"Zilean,Pantheon,Lissandra,Galio,Malzahar,Yasuo,Leblanc",499
Master,Top,Kennen,5,0.4583,0.026,0.005,"Yasuo,Xin Zhao,Gangplank,Volibear,Nasus,Yorick,Wukong",288
Master,Supp,Galio,5,0.4571,0.045,0.036,"Braum,Shaco,Lux,Seraphine,Janna,Maokai,Taric",501
Master,Jungle,Zac,3,0.4568,0.015,0.005,"Riven,Shyvana,Cho'Gath,Kindred,Nocturne,Skarner,Elise",162
Master,Top,Rumble,3,0.4567,0.011,0.003,"Kassadin,Syndra,Diana,Singed,Cho'Gath,Garen,Galio",127
Master,Jungle,Dr. Mundo,4,0.4563,0.038,0.015,"Nunu,Rek'Sai,Viego,Lee Sin,Zac,Shyvana,Rengar",423
Master,Supp,Twitch,3,0.4545,0.007,0.022,"Galio,Sona,Poppy,Gragas,Pantheon,Rakan,Sylas",77
Master,Top,Pantheon,4,0.4539,0.013,0.033,"Ornn,Tryndamere,Cho'Gath,Tristana,Malphite,Maokai,Nocturne",141
Master,Adc,Yasuo,3,0.4536,0.009,0.059,"Ashe,Veigar,Kog'Maw,Xayah,Kai'Sa,Vayne,Lucian",97
Master,Top,Irelia,5,0.4497,0.066,0.214,"Rengar,Maokai,Shen,Wukong,Ornn,Jax,Garen",736
Master,Mid,Lucian,5,0.4453,0.058,0.079,"Viego,Pantheon,Azir,Karma,Talon,Sylas,Qiyana",649
Master,Supp,Nami,5,0.4447,0.04,0.0,"Braum,Swain,Alistar,Morgana,Brand,Karma,Thresh",443
Master,Supp,Vel'Koz,3,0.443,0.007,0.005,"Galio,Twitch,Brand,Pantheon,Ahri,Zyra,Taliyah",79
Master,Top,Gragas,5,0.4409,0.056,0.02,"Rengar,Vladimir,Ornn,Maokai,Kennen,Lucian,Darius",626
Master,Mid,Malzahar,4,0.4398,0.019,0.007,"Viego,Diana,Cassiopeia,Swain,Kassadin,Yasuo,Twisted Fate",216
Master,Mid,Viktor,5,0.431,0.043,0.006,"Quinn,Pantheon,Kassadin,Seraphine,Corki,Diana,Aurelion Sol",478
Master,Mid,Sett,3,0.4286,0.009,0.005,"Lissandra,Yasuo,Riven,Syndra,Pantheon,Renekton,Cho'Gath",98
Master,Mid,Azir,4,0.4277,0.014,0.004,"Viego,Lulu,Singed,Xin Zhao,Xerath,Corki,Talon",159
Master,Supp,Yuumi,5,0.4251,0.067,0.058,"Pantheon,Lux,Braum,Sett,Blitzcrank,Rell,Seraphine",748
Master,Top,Xin Zhao,4,0.4184,0.009,0.037,"Ornn,Tahm Kench,Renekton,Kled,Akali,Neeko,Zac",98
Master,Mid,Irelia,5,0.4169,0.03,0.214,"Viego,Seraphine,Neeko,Vayne,Vladimir,Ahri,Zed",331
Master,Top,Yasuo,5,0.4158,0.009,0.059,"Viktor,Pantheon,Janna,Cho'Gath,Maokai,Kha'Zix,Heimerdinger",101
Master,Adc,Karthus,5,0.4103,0.007,0.224,"Miss Fortune,Caitlyn,Vayne,Seraphine,Yasuo,Senna,Xayah",78
Master,Supp,Taric,4,0.4088,0.012,0.003,"Soraka,Zilean,Sona,Poppy,Lux,Taliyah,Braum",137
Master,Top,Ryze,5,0.3972,0.013,0.006,"Viktor,Syndra,Rengar,Lulu,Singed,Fiora,Ashe",141
Master,Mid,Ziggs,3,0.3559,0.005,0.001,"Viktor,Ahri,Seraphine,Nocturne,Kayle,Talon,Katarina",59
Grandmaster,Top,Maokai,1,0.6667,0.01,0.002,"Rengar,Fiora,Karma,Gangplank,Urgot,Leblanc,Anivia",123
Grandmaster,Top,Rengar,0,0.6236,0.014,0.148,"Yasuo,Tryndamere,Kayle,Kennen,Vladimir,Illaoi,Swain",178
Grandmaster,Supp,Taliyah,2,0.5878,0.01,0.01,"Veigar,Swain,Poppy,Pantheon,Xerath,Bard,Leona",131
Grandmaster,Mid,Vel'Koz,2,0.5745,0.015,0.008,"Ornn,Yasuo,Xin Zhao,Pyke,Azir,Sett,Swain",188
Grandmaster,Mid,Zilean,2,0.5729,0.007,0.01,"Lissandra,Karthus,Ahri,Tristana,Xin Zhao,Cassiopeia,Gragas",96
Grandmaster,Jungle,Vi,2,0.5714,0.008,0.003,"Jarvan IV,Jax,Xin Zhao,Sejuani,Gragas,Poppy,Kha'Zix",105
Grandmaster,Top,Nocturne,1,0.5696,0.03,0.035,"Kled,Maokai,Yone,Lee Sin,Xin Zhao,Sejuani,Kennen",381
Grandmaster,Mid,Neeko,2,0.5611,0.017,0.003,"Tristana,Twisted Fate,Viego,Viktor,Ekko,Kennen,Fizz",221
Grandmaster,Mid,Lissandra,2,0.56,0.012,0.001,"Twisted Fate,Heimerdinger,Corki,Annie,Vayne,Nunu,Lucian",150
Grandmaster,Jungle,Nunu & Willump,1,0.5578,0.038,0.031,"Master Yi,Taliyah,Viego,Fiddlesticks,Ivern,Trundle,Kindred",493
Grandmaster,Mid,Pyke,2,0.5556,0.006,0.038,"Qiyana,Renekton,Ahri,Garen,Corki,Katarina,Taliyah",81
Grandmaster,Supp,Zyra,2,0.5549,0.013,0.002,"Tahm Kench,Pantheon,Twitch,Sett,Swain,Vel'Koz,Wukong",164
Grandmaster,Adc,Swain,2,0.5547,0.011,0.006,"Lux,Ziggs,Senna,Neeko,Kai'Sa,Draven,Samira",137
Grandmaster,Mid,Nocturne,2,0.5526,0.018,0.035,"Tristana,Veigar,Lucian,Pantheon,Anivia,Renekton,Katarina",228
Grandmaster,Mid,Diana,0,0.5507,0.047,0.029,"Lulu,Vel'Koz,Leblanc,Ekko,Malzahar,Anivia,Fizz",601
Grandmaster,Supp,Poppy,2,0.5507,0.005,0.015,"Karma,Taric,Seraphine,Neeko,Galio,Alistar,Nautilus",69
Grandmaster,Top,Pantheon,2,0.5445,0.015,0.033,"Rengar,Warwick,Sejuani,Katarina,Akali,Shaco,Vladimir",191
Grandmaster,Supp,Twitch,2,0.5443,0.006,0.019,"Teemo,Blitzcrank,Elise,Nami,Sett,Yuumi,Janna",79
Grandmaster,Mid,Galio,0,0.5443,0.065,0.025,"Vel'Koz,Anivia,Pantheon,Tristana,Nocturne,Leblanc,Azir",836
Grandmaster,Supp,Rakan,1,0.5433,0.066,0.002,"Maokai,Janna,Karma,Zilean,Leona,Seraphine,Braum",854
Grandmaster,Top,Sylas,1,0.5431,0.051,0.05,"Kassadin,Pantheon,Katarina,Poppy,Lucian,Camille,Sett",661
Grandmaster,Jungle,Ivern,2,0.5426,0.025,0.01,"Jax,Poppy,Zac,Jarvan IV,Evelynn,Rengar,Kindred",317
Grandmaster,Adc,Jinx,0,0.5405,0.182,0.031,"Miss Fortune,Varus,Kog'Maw,Yasuo,Tristana,Swain,Caitlyn",2346
Grandmaster,Top,Warwick,2,0.5393,0.007,0.003,"Karthus,Rengar,Nocturne,Yone,Volibear,Jayce,Neeko",89
Grandmaster,Mid,Qiyana,0,0.5392,0.064,0.098,"Neeko,Lissandra,Xerath,Annie,Rumble,Seraphine,Twisted Fate",829
Grandmaster,Top,Ryze,2,0.538,0.012,0.006,"Viego,Twisted Fate,Kassadin,Syndra,Qiyana,Xin Zhao,Heimerdinger",158
Grandmaster,Mid,Xerath,2,0.5368,0.011,0.002,"Zoe,Kindred,Azir,Nocturne,Veigar,Aatrox,Vayne",136
Grandmaster,Top,Sett,1,0.5363,0.038,0.006,"Kennen,Kled,Tryndamere,Rengar,Singed,Nocturne,Mordekaiser",496
Grandmaster,Top,Illaoi,2,0.536,0.01,0.004,"Tryndamere,Nocturne,Warwick,Quinn,Hecarim,Volibear,Ekko",125
Grandmaster,Jungle,Master Yi,2,0.5355,0.026,0.033,"Viego,Nocturne,Dr. Mundo,Jarvan IV,Rammus,Graves,Rek'Sai",338
Grandmaster,Adc,Karthus,2,0.5354,0.008,0.212,"Miss Fortune,Twitch,Swain,Heimerdinger,Ziggs,Sylas,Ezreal",99
Grandmaster,Mid,Seraphine,1,0.5352,0.022,0.153,"Viego,Akali,Annie,Viktor,Orianna,Leblanc,Talon",284
Grandmaster,Top,Singed,2,0.5342,0.017,0.005,"Viego,Cho'Gath,Warwick,Ryze,Poppy,Sion,Gangplank",219
Grandmaster,Top,Ornn,2,0.533,0.029,0.001,"Pantheon,Xin Zhao,Cassiopeia,Rengar,Nocturne,Singed,Jax",379
Grandmaster,Jungle,Jarvan IV,2,0.5322,0.026,0.001,"Evelynn,Nocturne,Sejuani,Dr. Mundo,Nunu,Fiddlesticks,Taliyah",342
Grandmaster,Top,Fiora,0,0.5305,0.083,0.092,"Kayle,Cho'Gath,Cassiopeia,Sett,Shen,Ryze,Jayce",1067
Grandmaster,Mid,Annie,2,0.5299,0.019,0.006,"Ekko,Akali,Lucian,Viego,Viktor,Fizz,Twisted Fate",251
Grandmaster,Supp,Zilean,2,0.5289,0.034,0.01,"Braum,Galio,Rell,Swain,Nami,Gragas,Leona",433
Grandmaster,Jungle,Hecarim,0,0.5287,0.156,0.69,"Shyvana,Rengar,Olaf,Jarvan IV,Master Yi,Evelynn,Nunu",2020
Grandmaster,Jungle,Elise,1,0.5285,0.069,0.061,"Viego,Ivern,Hecarim,Shaco,Nunu,Xin Zhao,Kha'Zix",895
Grandmaster,Jungle,Nocturne,2,0.5283,0.029,0.035,"Rammus,Vi,Lee Sin,Elise,Gragas,Karthus,Nunu",371
Grandmaster,Jungle,Fiddlesticks,2,0.5282,0.033,0.035,"Poppy,Sejuani,Zac,Rengar,Lee Sin,Elise,Kayn",426
Grandmaster,Adc,Heimerdinger,2,0.5278,0.006,0.004,"Sivir,Miss Fortune,Ashe,Caitlyn,Seraphine,Yasuo,Aphelios",72
Grandmaster,Mid,Twisted Fate,0,0.5265,0.086,0.038,"Seraphine,Leblanc,Ekko,Nocturne,Lucian,Ziggs,Talon",1115
Grandmaster,Adc,Seraphine,2,0.5263,0.013,0.153,"Twitch,Karthus,Swain,Yasuo,Yuumi,Jinx,Varus",171
Grandmaster,Top,Poppy,2,0.5255,0.029,0.015,"Lulu,Xin Zhao,Vayne,Vladimir,Urgot,Aatrox,Gragas",373
Grandmaster,Adc,Miss Fortune,2,0.5253,0.035,0.001,"Yasuo,Lucian,Vayne,Ashe,Swain,Kai'Sa,Jhin",455
Grandmaster,Top,Darius,0,0.5251,0.069,0.189,"Pantheon,Illaoi,Quinn,Sylas,Wukong,Nocturne,Teemo",895
Grandmaster,Supp,Vel'Koz,2,0.5248,0.008,0.008,"Twitch,Blitzcrank,Zac,Braum,Nami,Bard,Morgana",101
Grandmaster,Jungle,Zac,3,0.5247,0.013,0.004,"Shyvana,Pantheon,Jax,Rengar,Nocturne,Rammus,Taliyah",162
Grandmaster,Mid,Aurelion Sol,2,0.5221,0.011,0.002,"Xin Zhao,Sion,Xerath,Seraphine,Garen,Draven,Aatrox",136
Grandmaster,Top,Quinn,2,0.522,0.023,0.007,"Riven,Maokai,Vayne,Rumble,Sylas,Nocturne,Irelia",295
Grandmaster,Supp,Morgana,0,0.5212,0.051,0.107,"Lux,Twitch,Braum,Shaco,Galio,Rakan,Nami",660
Grandmaster,Mid,Anivia,1,0.5198,0.043,0.078,"Annie,Karma,Pantheon,Yasuo,Vladimir,Aurelion Sol,Xerath",556
Grandmaster,Top,Riven,0,0.5197,0.073,0.058,"Vladimir,Fiora,Warwick,Viego,Tristana,Illaoi,Jax",941
Grandmaster,Adc,Vayne,1,0.5192,0.085,0.06,"Swain,Jinx,Twitch,Aphelios,Caitlyn,Samira,Veigar",1092
Grandmaster,Top,Tryndamere,1,0.5187,0.027,0.028,"Viego,Pantheon,Quinn,Lillia,Trundle,Irelia,Ornn",347
Grandmaster,Mid,Rumble,2,0.5185,0.015,0.004,"Lissandra,Riven,Viktor,Syndra,Azir,Xerath,Ziggs",189
Grandmaster,Mid,Zoe,1,0.5183,0.057,0.062,"Sett,Lux,Aurelion Sol,Tristana,Seraphine,Neeko,Annie",737
Grandmaster,Top,Shen,1,0.5181,0.049,0.016,"Rumble,Cho'Gath,Vayne,Wukong,Singed,Pantheon,Akali",635
Grandmaster,Adc,Twitch,2,0.5175,0.029,0.019,"Ziggs,Veigar,Sivir,Jhin,Samira,Kalista,Lucian",371
Grandmaster,Supp,Braum,2,0.5172,0.02,0.001,"Soraka,Swain,Lulu,Pyke,Alistar,Blitzcrank,Seraphine",261
Grandmaster,Mid,Tristana,1,0.5172,0.029,0.269,"Azir,Annie,Karthus,Viego,Malphite,Diana,Orianna",379
Grandmaster,Jungle,Shaco,2,0.5164,0.047,0.097,"Poppy,Vi,Udyr,Master Yi,Nunu,Dr. Mundo,Hecarim",610
Grandmaster,Adc,Kai'Sa,0,0.5158,0.382,0.311,"Seraphine,Twitch,Kalista,Jinx,Vayne,Xayah,Ezreal",4926
Grandmaster,Supp,Alistar,0,0.5156,0.191,0.063,"Maokai,Morgana,Pyke,Janna,Bard,Shaco,Rakan",2463
Grandmaster,Supp,Thresh,0,0.5149,0.247,0.318,"Taliyah,Braum,Sett,Morgana,Lulu,Neeko,Rakan",3187
Grandmaster,Top,Neeko,3,0.5147,0.005,0.003,"Yasuo,Qiyana,Tryndamere,Renekton,Maokai,Ziggs,Poppy",68
Grandmaster,Supp,Karma,1,0.5146,0.101,0.014,"Maokai,Nami,Zilean,Lulu,Nautilus,Lux,Sett",1298
Grandmaster,Jungle,Volibear,2,0.5143,0.059,0.028,"Ivern,Nocturne,Rammus,Taliyah,Shaco,Shyvana,Evelynn",768
Grandmaster,Mid,Karthus,2,0.5139,0.006,0.212,"Diana,Fiora,Ahri,Seraphine,Garen,Mordekaiser,Galio",72
Grandmaster,Jungle,Lee Sin,2,0.5139,0.078,0.009,"Vi,Gragas,Olaf,Shyvana,Nunu,Master Yi,Rek'Sai",1008
Grandmaster,Top,Renekton,0,0.5133,0.084,0.113,"Vladimir,Jayce,Kennen,Maokai,Tryndamere,Darius,Fiora",1087
Grandmaster,Jungle,Kha'Zix,1,0.5133,0.09,0.122,"Sejuani,Ivern,Gragas,Warwick,Master Yi,Graves,Nunu",1163
Grandmaster,Top,Kennen,2,0.5127,0.027,0.006,"Shen,Teemo,Nasus,Garen,Gangplank,Quinn,Volibear",353
Grandmaster,Mid,Xin Zhao,3,0.5125,0.006,0.04,"Viego,Viktor,Pantheon,Karthus,Fiora,Seraphine,Nocturne",80
Grandmaster,Top,Teemo,2,0.5124,0.009,0.004,"Ornn,Yasuo,Jax,Rengar,Xin Zhao,Seraphine,Warwick",121
Grandmaster,Mid,Zed,0,0.5124,0.066,0.115,"Seraphine,Syndra,Diana,Annie,Galio,Talon,Sylas",849
Grandmaster,Supp,Pyke,1,0.5124,0.072,0.038,"Yuumi,Galio,Rakan,Karma,Soraka,Maokai,Sona",931
Grandmaster,Top,Jayce,1,0.5121,0.07,0.046,"Maokai,Malphite,Yone,Gangplank,Sett,Teemo,Sylas",908
Grandmaster,Jungle,Kindred,2,0.5115,0.05,0.017,"Fiddlesticks,Nocturne,Elise,Lee Sin,Kha'Zix,Jarvan IV,Evelynn",651
Grandmaster,Supp,Lulu,1,0.5113,0.106,0.077,"Blitzcrank,Zilean,Shaco,Zyra,Brand,Morgana,Alistar",1373
Grandmaster,Jungle,Evelynn,1,0.5112,0.038,0.144,"Skarner,Zac,Ekko,Elise,Taliyah,Xin Zhao,Warwick",491
Grandmaster,Supp,Bard,1,0.5111,0.108,0.059,"Gragas,Sona,Zyra,Janna,Soraka,Xerath,Nami",1391
Grandmaster,Supp,Galio,2,0.5094,0.058,0.025,"Taliyah,Shaco,Karma,Rakan,Nautilus,Blitzcrank,Rell",746
Grandmaster,Mid,Ziggs,3,0.5088,0.009,0.001,"Syndra,Tryndamere,Ahri,Tristana,Seraphine,Annie,Neeko",114
Grandmaster,Top,Yasuo,2,0.5085,0.009,0.042,"Qiyana,Tryndamere,Jax,Lulu,Fiora,Ahri,Nocturne",118
Grandmaster,Mid,Fizz,2,0.507,0.028,0.043,"Renekton,Karthus,Pyke,Heimerdinger,Lux,Vel'Koz,Ziggs",359
Grandmaster,Top,Kled,3,0.5068,0.011,0.005,"Yasuo,Tryndamere,Rengar,Singed,Xin Zhao,Maokai,Kayle",148
Grandmaster,Top,Tristana,3,0.5065,0.006,0.269,"Cho'Gath,Kassadin,Gangplank,Poppy,Pantheon,Garen,Sejuani",77
Grandmaster,Top,Cho'Gath,2,0.5064,0.048,0.011,"Vladimir,Nocturne,Jayce,Rengar,Sylas,Aatrox,Darius",626
Grandmaster,Supp,Maokai,3,0.5063,0.019,0.002,"Morgana,Yuumi,Sett,Galio,Lulu,Taliyah,Bard",239
Grandmaster,Adc,Caitlyn,1,0.5063,0.124,0.03,"Kalista,Seraphine,Lucian,Kai'Sa,Xayah,Miss Fortune,Aphelios",1598
Grandmaster,Mid,Katarina,0,0.5059,0.06,0.145,"Neeko,Karma,Galio,Aurelion Sol,Zilean,Sylas,Sett",769
Grandmaster,Mid,Viego,1,0.5056,0.034,0.393,"Jayce,Rumble,Lux,Renekton,Azir,Twisted Fate,Karma",443
Grandmaster,Mid,Garen,3,0.5054,0.007,0.013,"Zoe,Kassadin,Syndra,Renekton,Kog'Maw,Nocturne,Karma",93
Grandmaster,Top,Lulu,3,0.5054,0.007,0.077,"Ornn,Renekton,Cho'Gath,Kled,Malphite,Gragas,Sett",93
Grandmaster,Supp,Yuumi,1,0.5053,0.065,0.05,"Braum,Galio,Zyra,Rakan,Thresh,Brand,Gragas",843
Grandmaster,Jungle,Karthus,1,0.5051,0.075,0.212,"Taliyah,Rengar,Zac,Fiddlesticks,Shyvana,Poppy,Ekko",972
Grandmaster,Mid,Sylas,2,0.5049,0.103,0.05,"Renekton,Lissandra,Fizz,Pantheon,Vel'Koz,Viego,Galio",1331
Grandmaster,Jungle,Udyr,0,0.5048,0.112,0.48,"Nocturne,Evelynn,Vi,Hecarim,Rek'Sai,Volibear,Fiddlesticks",1448
Grandmaster,Adc,Veigar,3,0.5045,0.009,0.002,"Draven,Ezreal,Caitlyn,Kai'Sa,Tristana,Sivir,Vayne",111
Grandmaster,Supp,Swain,3,0.5043,0.009,0.006,"Jarvan IV,Ahri,Sona,Rakan,Senna,Taric,Morgana",117
Grandmaster,Jungle,Skarner,3,0.504,0.029,0.015,"Udyr,Jarvan IV,Ivern,Master Yi,Dr. Mundo,Nocturne,Fiddlesticks",379
Grandmaster,Mid,Kassadin,0,0.5039,0.059,0.355,"Varus,Karma,Neeko,Tristana,Veigar,Rumble,Sylas",766
Grandmaster,Top,Malphite,1,0.5037,0.063,0.103,"Vladimir,Cho'Gath,Sylas,Pantheon,Rengar,Ornn,Yone",810
Grandmaster,Mid,Ekko,2,0.5031,0.05,0.037,"Leblanc,Qiyana,Vladimir,Zoe,Pantheon,Pyke,Kassadin",646
Grandmaster,Top,Vayne,2,0.5029,0.013,0.06,"Viktor,Rengar,Azir,Nocturne,Warwick,Heimerdinger,Veigar",171
Grandmaster,Mid,Renekton,2,0.5026,0.015,0.113,"Zoe,Syndra,Tristana,Gangplank,Taliyah,Aatrox,Neeko",189
Grandmaster,Supp,Nami,3,0.5025,0.031,0.001,"Zyra,Pyke,Yuumi,Galio,Alistar,Lulu,Rakan",394
Grandmaster,Jungle,Taliyah,3,0.5025,0.046,0.01,"Skarner,Nocturne,Fiddlesticks,Kayn,Xin Zhao,Kha'Zix,Lee Sin",593
Grandmaster,Mid,Vladimir,2,0.5019,0.041,0.048,"Nocturne,Xerath,Viego,Corki,Pantheon,Azir,Aurelion Sol",532
Grandmaster,Top,Jax,1,0.5016,0.049,0.056,"Sylas,Nocturne,Yorick,Jayce,Kennen,Shen,Sion",632
Grandmaster,Jungle,Xin Zhao,2,0.5014,0.054,0.04,"Skarner,Zac,Jarvan IV,Shyvana,Shaco,Lee Sin,Udyr",692
Grandmaster,Supp,Neeko,3,0.5,0.005,0.003,"Janna,Taric,Blitzcrank,Maokai,Jarvan IV,Brand,Gragas",66
Grandmaster,Jungle,Shyvana,3,0.5,0.011,0.001,"Rengar,Talon,Taliyah,Rek'Sai,Nunu,Zed,Ivern",142
Grandmaster,Top,Aatrox,3,0.4989,0.07,0.018,"Quinn,Singed,Illaoi,Yorick,Gnar,Shen,Garen",904
Grandmaster,Top,Lucian,3,0.4973,0.014,0.083,"Ornn,Kassadin,Yasuo,Syndra,Renekton,Lulu,Cho'Gath",187
Grandmaster,Mid,Karma,3,0.497,0.013,0.014,"Varus,Lissandra,Qiyana,Pantheon,Malzahar,Lulu,Sion",169
Grandmaster,Mid,Jayce,3,0.4965,0.011,0.046,"Pantheon,Renekton,Diana,Malphite,Azir,Nocturne,Neeko",143
Grandmaster,Jungle,Kayn,2,0.495,0.093,0.166,"Nunu,Ivern,Volibear,Jarvan IV,Poppy,Skarner,Rammus",1206
Grandmaster,Jungle,Nidalee,3,0.4949,0.136,0.117,"Olaf,Master Yi,Nocturne,Skarner,Ivern,Nunu,Lee Sin",1760
Grandmaster,Jungle,Graves,3,0.4945,0.12,0.066,"Talon,Karthus,Evelynn,Gragas,Shaco,Nidalee,Nunu",1555
Grandmaster,Top,Urgot,3,0.4944,0.042,0.012,"Pantheon,Ryze,Rengar,Ornn,Wukong,Fiora,Nocturne",536
Grandmaster,Mid,Viktor,3,0.4943,0.047,0.009,"Ziggs,Lissandra,Renekton,Malzahar,Nocturne,Galio,Vel'Koz",611
Grandmaster,Supp,Brand,3,0.4937,0.006,0.001,"Galio,Morgana,Karma,Lux,Xerath,Vel'Koz,Sylas",79
Grandmaster,Top,Wukong,3,0.4931,0.045,0.02,"Maokai,Ryze,Poppy,Quinn,Kayle,Sett,Akali",580
Grandmaster,Mid,LeBlanc,3,0.4925,0.031,0.022,"Xin Zhao,Neeko,Lux,Ahri,Katarina,Lissandra,Vladimir",400
Grandmaster,Mid,Talon,3,0.4925,0.057,0.105,"Nocturne,Cho'Gath,Gragas,Katarina,Qiyana,Veigar,Diana",733
Grandmaster,Adc,Jhin,4,0.4919,0.114,0.008,"Veigar,Senna,Jinx,Vayne,Kai'Sa,Draven,Tristana",1478
Grandmaster,Supp,Shaco,3,0.4917,0.009,0.097,"Soraka,Sona,Veigar,Swain,Nautilus,Taliyah,Braum",120
Grandmaster,Adc,Tristana,4,0.4914,0.253,0.269,"Yasuo,Karthus,Caitlyn,Varus,Sivir,Kai'Sa,Vayne",3272
Grandmaster,Mid,Orianna,4,0.4912,0.075,0.009,"Karma,Malzahar,Corki,Aurelion Sol,Xerath,Jayce,Kassadin",967
Grandmaster,Mid,Lux,3,0.4907,0.017,0.001,"Qiyana,Pantheon,Xerath,Annie,Zilean,Ahri,Katarina",216
Grandmaster,Jungle,Rek'Sai,3,0.4897,0.049,0.039,"Zac,Shaco,Dr. Mundo,Fiddlesticks,Ivern,Nocturne,Xin Zhao",633
Grandmaster,Jungle,Gragas,3,0.4894,0.029,0.03,"Volibear,Zac,Karthus,Shaco,Olaf,Jarvan IV,Elise",376
Grandmaster,Adc,Kalista,3,0.4893,0.029,0.004,"Sivir,Varus,Aphelios,Cassiopeia,Ashe,Vayne,Jinx",374
Grandmaster,Top,Nasus,3,0.4891,0.011,0.004,"Yasuo,Singed,Kindred,Maokai,Skarner,Sejuani,Talon",137
Grandmaster,Jungle,Poppy,3,0.4888,0.017,0.015,"Evelynn,Nocturne,Dr. Mundo,Master Yi,Trundle,Taliyah,Graves",223
Grandmaster,Mid,Veigar,3,0.4886,0.017,0.002,"Vel'Koz,Zilean,Katarina,Zoe,Orianna,Lucian,Viego",219
